name,vartype,uom,specified,group,range,description
Duty[12],Heat_Duty,kJ/s,True,Profiles,"[-1000000000.0, 1000000000.0]",Column external duty profile
Duty[13],Heat_Duty,kJ/s,True,Profiles,"[-1000000000.0, 1000000000.0]",Column external duty profile
DP[1],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[2],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[3],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[4],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[5],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[6],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[7],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[8],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[9],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[10],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[11],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[12],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DP[13],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop profile
DPint[1],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[2],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[3],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[4],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[5],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[6],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[7],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[8],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[9],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[10],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[11],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[12],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
DPint[13],Diff_Pressure,kPa,False,Pressures,"[-50000.0, 50000.0]",Column pressure drop by the internals' hydraulic correlations profile
Dcol,Diameter,m,True,Stage Sizing,"[0.001, 1000000.0]","Column diameter. Dcol is applied to the top stage and, summed up with an incremental diameter which defaults to zero, propagates downwards to each other stage."
D[1],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[2],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[3],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[4],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[5],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[6],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[7],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[8],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[9],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[10],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[11],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
D[12],Diameter,m,False,Stage Sizing,"[0.001, 1000000.0]","Column stage diameters. For each stage, D is equal to the diameter of the stage above plus the stage's value for Dstep."
